,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,price_category
300,BURAQ Aquarium Mini Fish Tank Curve Moulded Equipped with Back Filter | USB Connector | Multicolor Led Light | Ultra Quiet...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Wn6ZoRqXL._AC_UL320_.jpg,https://www.amazon.in/BURAQ-Aquarium-Equipped-Connector-Multicolor/dp/B0BLZTGSML/ref=sr_1_3229?qid=1679214681&s=pet-supplies&sr=1-3229,4.6,13,2999.0,"₹3,999",Premium
350,"Natural Remedies Orthoron - Supplement to Build Joint Strength, Real Chicken Liver Tablet for Dogs & Cats of All Breeds (2...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61eIiJmjv5L._AC_UL320_.jpg,https://www.amazon.in/Natural-Remedies-Orthoron-Tablets-Supplement/dp/B08WWWV1LG/ref=sr_1_3567?qid=1679214688&s=pet-supplies&sr=1-3567,4.1,34,1330.0,"₹1,400",Premium
556,Lana Paws Adjustable Comfortable Mom'S Favourite Child Bandana/Scarf for Dog (Red)_Pack of 1,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41j28ktf4uL._AC_UL320_.jpg,https://www.amazon.in/Paws-Sloppy-Comfortable-Bandana-Adjustable/dp/B07RHKPFJ5/ref=sr_1_8477?qid=1679214755&s=pet-supplies&sr=1-8477,4.2,102,440.0,₹450,Premium
163,"Purepet Munchy Sticks, Chicken Flavour, Dog Treats, 400 g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61XsTpEhOkL._AC_UL320_.jpg,https://www.amazon.in/PUREPET-Munchy-Sticks-Chicken-Flavour/dp/B08519KNHT/ref=sr_1_1028?qid=1679214648&s=pet-supplies&sr=1-1028,4.0,132,,₹180,
493,"Gnawlers Dog Chicken Chew Bone, 100% Rawhide Free, Made up of Vegetable Protein, Natural Collagen, Best Healthy Dog Chew B...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81lGLTN4dnL._AC_UL320_.jpg,https://www.amazon.in/Gnawlers-Chicken-Rawhide-Vegetable-Collagen/dp/B08X2NVJ9G/ref=sr_1_6950?qid=1679214734&s=pet-supplies&sr=1-6950,4.8,5,499.0,₹510,Premium
65,Jainsons Pet Products Natural Earthenware Jute Bird Nest House Hut Cage Feeder for Bird House for Small Birds,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71oCEhEeiBL._AC_UL320_.jpg,https://www.amazon.in/Jainsons-Natural-Earthenware-House-Feeder/dp/B075WNTXFQ/ref=sr_1_570?qid=1679214638&s=pet-supplies&sr=1-570,4.3,277,299.0,₹399,Premium
403,"Vetezi Birds-Cure by 'Tom & Birdy' | Wet Food Supplement for Pet Birds of All Life Stages | Vegetable Flavor | Prebiotics,...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81aSJ3Lw-UL._AC_UL320_.jpg,https://www.amazon.in/Vetezi-Birds-Cure-Supplement-Prebiotics-Probiotics/dp/B0843DCR5Y/ref=sr_1_4964?qid=1679214706&s=pet-supplies&sr=1-4964,4.0,91,360.0,₹588,Premium
49,"VETMOC Self Cleaning Slicker Brush, Pet Grooming Shedding Brush for Dogs and Cats - Easy to Remove Loose Undercoat, Pet Ma...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71u1EMn8RUL._AC_UL320_.jpg,https://www.amazon.in/VETMOC-Cleaning-Slicker-Grooming-Shedding/dp/B0BHHZ492S/ref=sr_1_554?qid=1679214638&s=pet-supplies&sr=1-554,4.3,13,299.0,₹599,Premium
499,"AVI CRAVE Cuttlefish Bone Toy for Birds,Calcium for Birds,Minerals,for Parrots,Budgies,Cocktail,Love Birds (Small)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71EWd+1WV6L._AC_UL320_.jpg,https://www.amazon.in/AVI-CRAVE-Cuttlefish-Minerals-Cocktail/dp/B08GY6FK41/ref=sr_1_6956?qid=1679214734&s=pet-supplies&sr=1-6956,3.7,21,249.0,₹599,Premium
218,Medfly Dewormer for Cats & Kitten (Pack of 1),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81mCE8E7j7L._AC_UL320_.jpg,https://www.amazon.in/Medfly-Dewormer-Cats-Kitten-Pack/dp/B0BJ337BR8/ref=sr_1_2211?qid=1679214666&s=pet-supplies&sr=1-2211,4.5,8,270.0,₹290,Premium
39,"Dog Shampoo & Puppy Shampoo - Naturally Organic Dog Shampoo for Smelly Dogs Grooming Products for Dogs, Deshedding Shampoo...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/615jTsuszSL._AC_UL320_.jpg,https://www.amazon.in/Dog-Shampoo-Puppy-Naturally-Deshedding/dp/B09CV7MXFL/ref=sr_1_112?qid=1679214631&s=pet-supplies&sr=1-112,3.9,"1,020",189.0,₹598,High
204,INR's Farm Fresh Timothy Hay Stick Treats For Rabbits / Guinea pig / Small Pets,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71bdKWkMviL._AC_UL320_.jpg,https://www.amazon.in/INRs-Farm-Fresh-Timothy-Rabbits/dp/B0BF53N7WD/ref=sr_1_2005?qid=1679214663&s=pet-supplies&sr=1-2005,4.5,22,279.0,₹350,Premium
321,Cuttlefish Bones for Birds Calcium Supplement for Laying Eggs (100g),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/31pmPlcp7aL._AC_UL320_.jpg,https://www.amazon.in/Cuttlefish-Bones-Calcium-Supplement-Laying/dp/B0BQGFM82V/ref=sr_1_3298?qid=1679214683&s=pet-supplies&sr=1-3298,5.0,2,109.0,₹600,High
6,"Pedigree Puppy Dry Dog Food, Chicken & Milk, 3kg Pack",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61IUJIyK2yL._AC_UL320_.jpg,https://www.amazon.in/Pedigree-Puppy-Food-Chicken-Milk/dp/B00LHS8MX6/ref=sr_1_7?qid=1679214629&rdc=1&s=pet-supplies&sr=1-7,4.4,"20,750",646.0,₹760,Premium
615,Pet Care International (PCI) Supplements for Turtle and Tortoise. (I Care 30Ml),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51gZPglTuJL._AC_UL320_.jpg,https://www.amazon.in/Pet-Care-International-Supplements-Tortoise/dp/B08S784WFR/ref=sr_1_8728?qid=1679214760&s=pet-supplies&sr=1-8728,4.4,79,,₹160,
405,"Tunai 3in1 Shipp (Spirulina, Hi-Protein and Probiotics) Fish Food for Aquarium | 450g Aquarium Fish Food for All Small to ...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71WEfNn5YTL._AC_UL320_.jpg,https://www.amazon.in/Spirulina-Hi-Protein-Probiotics-Aquarium-Tropical/dp/B0B4J1TKTN/ref=sr_1_4966?qid=1679214706&s=pet-supplies&sr=1-4966,4.0,5,387.0,₹499,Premium
606,Pawfect- Nature's Munch Treats for Dog |100% Natural Freeze Dried Fruit Treats | Fruit Dog Treats | Crunchy Grain Free Sna...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61gQEBf6WBL._AC_UL320_.jpg,https://www.amazon.in/Pawfect-Natures-Treats-Natural-Freeze/dp/B09MLZSN35/ref=sr_1_8719?qid=1679214760&s=pet-supplies&sr=1-8719,3.1,27,584.0,₹687,Premium
420,RvPaws Cat Ball Vine Sticks Catnip Exquisite Ball Pet Biting Toy Teeth Care Catnip Cat Ball Toy,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/31IUj6SJ3TL._AC_UL320_.jpg,https://www.amazon.in/RvPaws-Sticks-Catnip-Exquisite-Biting/dp/B09J28S3HY/ref=sr_1_5917?qid=1679214718&s=pet-supplies&sr=1-5917,4.1,6,219.0,"₹1,199",Premium
569,AQUAPETZWORLD 2 Funny Pet Dog Ball Teeth Silicon Toy Chew Squeaker Squeaky Sound Dogs Play Toys,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/616+kzsSAcS._AC_UL320_.jpg,https://www.amazon.in/Funny-Silicon-Squeaker-Squeaky-AQUAPETZWORLD/dp/B096LL2MBZ/ref=sr_1_8490?qid=1679214755&s=pet-supplies&sr=1-8490,4.5,2,249.0,₹349,Premium
311,Hikari First Bites Powderm Baby Fish Food 10g (Pack of 1),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81WqP-YKfaL._AC_UL320_.jpg,https://www.amazon.in/Hikari-42055200950-First-Bites/dp/B001D6Y3K8/ref=sr_1_3240?qid=1679214681&s=pet-supplies&sr=1-3240,4.3,"2,323",350.0,₹750,Premium
344,"Shehri Kissan The Urban Farmers ® Decorative Stones and Pebbles for Garden, Vase Fillers (Multicolour, 1 to 4 cm/475 g)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/711Z2IjBwfL._AC_UL320_.jpg,https://www.amazon.in/Shehri-Kissan-Urban-Farmers-Multicolour/dp/B0867Z9B1Z/ref=sr_1_3561?qid=1679214688&s=pet-supplies&sr=1-3561,3.7,14,149.0,₹299,High
86,Axmon® 40 Watt Submersible Pump [Ultra Quiet] [2.65 Meter Water Lifting] Water Pump for Desert Air Cooler Pump with 2 Nozz...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61VKrKg9DvL._AC_UL320_.jpg,https://www.amazon.in/Axmon-40-Watt-Submersible-Pump/dp/B08X6YDS5W/ref=sr_1_855?qid=1679214643&s=pet-supplies&sr=1-855,3.8,484,549.0,"₹1,299",Premium
257,"Lana Paws Polyester Googly Eyes Durable Fabric Dog Collar Belt for Large Dogs_Pack of 1, Blue",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61HhEgo0s6L._AC_UL320_.jpg,https://www.amazon.in/Lana-Paws-Googly-Sturdy-Canvas/dp/B091GTV1VQ/ref=sr_1_2298?qid=1679214668&s=pet-supplies&sr=1-2298,4.3,259,535.0,₹550,Premium
265,"Home-Secure Bird-Shield Bird Repellent Gel, Non-Toxic Eco-Friendly, Bird Control Bird Deterrent Pigeon Repellent for Bird ...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71pV7d+CZBL._AC_UL320_.jpg,https://www.amazon.in/Home-Secure-Bird-Repellent-Gel-Eco-Friendly/dp/B0BMQ6HD9B/ref=sr_1_2954?qid=1679214677&s=pet-supplies&sr=1-2954,3.2,14,599.0,"₹1,249",Premium
601,Savic Rincon Corner Cat Litter Tray + Rim 23x18x5 inch (Cold Grey),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61MJ3DuB3DL._AC_UL320_.jpg,https://www.amazon.in/Savic-Rincon-Corner-Litter-23x18x5/dp/B0735G4ZLG/ref=sr_1_8714?qid=1679214760&s=pet-supplies&sr=1-8714,4.4,43,1380.0,"₹1,395",Premium
109,Foodie Puppies Natural Looking Environment Underwater Sailing Brown Ship Aquarium Decoration Ornaments/Toy for Fish Tank C...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41Pvng1Eg9L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Aquarium-Decoration-Ornaments/dp/B07R181F72/ref=sr_1_902?qid=1679214645&s=pet-supplies&sr=1-902,3.9,831,220.0,₹399,Premium
148,"Foodie Puppies Natural Latex Rubber Squeaky Orange & Yellow Hen Dog Toy | Small to Medium Dogs & Puppy | Durable, Animal D...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41Jf7mOJtEL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Squeaky-Orange-Yellow/dp/B0B6SJYS4D/ref=sr_1_1013?qid=1679214648&s=pet-supplies&sr=1-1013,4.6,6,370.0,₹699,Premium
41,"Meat Up Adult (+1 Year) Dry Cat Food, Ocean Fish, 1.5 kg (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71yGxf4dChL._AC_UL320_.jpg,https://www.amazon.in/Meat-Up-Adult-Year-Ocean/dp/B08519MQ71/ref=sr_1_114?qid=1679214631&s=pet-supplies&sr=1-114,4.2,"1,708",,₹499,
349,PURVAJA Women’s Slim Fit Top(sara-074-080),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81yt9TV2IcL._AC_UL320_.jpg,https://www.amazon.in/PURVAJA-Womens-Slim-Fit-Sara-076-Purple_Purple_Medium/dp/B0B58DMMDG/ref=sr_1_3566?qid=1679214688&s=pet-supplies&sr=1-3566,4.0,31,209.0,"₹2,199",Premium
447,"Lozalo Lavender Body Deo Powder for Dog & Cats, 150 Gram",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61atZMVrp8L._AC_UL320_.jpg,https://www.amazon.in/Lozalo-Lavender-Body-Powder-Cats/dp/B08QX218H1/ref=sr_1_6352?qid=1679214725&s=pet-supplies&sr=1-6352,5.0,1,,₹120,
56,"Royal Canin Pug Adult Dry Dog Food, Meat Flavor, 3 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51ZkHOvkuuL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Pug-Adult-Dog-Food/dp/B0082A17QQ/ref=sr_1_561?qid=1679214638&s=pet-supplies&sr=1-561,4.4,321,2745.0,"₹3,230",Premium
644,Hachiko Dog Padded Body Belt Harness+Choke Collar+Chain+Leash for All Small Breed Dogs(Combo of 4),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61a6Psi+MqL._AC_UL320_.jpg,https://www.amazon.in/Hachiko-Padded-Harness-Choke-Collar/dp/B09JP9F29G/ref=sr_1_9501?qid=1679214770&s=pet-supplies&sr=1-9501,4.6,3,599.0,₹999,Premium
619,Sisliya Washable Cat Beds & Furniture Hiding Cat Bed Cave for 26.4lb Cat Covered Cat Bed for Indoor Cats Soft & Self Warmi...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61I8KOKesfL._AC_UL320_.jpg,https://www.amazon.in/Sisliya-Washable-Furniture-Removable-Cushioned/dp/B09NDBSTH5/ref=sr_1_8732?qid=1679214760&s=pet-supplies&sr=1-8732,3.6,19,1699.0,"₹3,199",Premium
268,"Arden Grange Large Breed Junior Puppy Pellet Dog Food, Chicken Flavor, 2 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61fYl9JDOsL._AC_UL320_.jpg,https://www.amazon.in/Arden-Grange-Large-Breed-Junior/dp/B009ODG800/ref=sr_1_2957_mod_primary_new?qid=1679214677&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-2957,4.3,262,1199.0,"₹1,600",Premium
145,Felix® As Good As It Looks Wet Food for Kittens|Complete and Balanced Kitten Food |Chicken Flavour|12 Pouches (12 x 85 g)...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71B78+UNGYL._AC_UL320_.jpg,https://www.amazon.in/Kittens-Complete-Balanced-Chicken-Flavour/dp/B0BLVHXXYZ/ref=sr_1_1010?qid=1679214648&s=pet-supplies&sr=1-1010,3.8,17,,₹550,
533,Foodie Puppies 15mm Adjustable Nylon Collar and Leash Set for Puppies | Soft Nylon Cartoon Printed Collar Easy Clip Buckle...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/613M8y6Hl3S._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Adjustable-Cartoon-Printed/dp/B08XWHPNVB/ref=sr_1_7254?qid=1679214739&s=pet-supplies&sr=1-7254,4.0,28,170.0,₹299,High
108,Emily Pets Cat Scratcher Cardboard 2 in 1 Reversible Scratching Pad Recyclable Corrugated Scratch Toy with Wave Shape & 10...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71boV6hEJFL._AC_UL320_.jpg,https://www.amazon.in/Reversible-Scratching-Recyclable-Corrugated-Protection/dp/B09HTXK5VK/ref=sr_1_901?qid=1679214645&s=pet-supplies&sr=1-901,3.7,86,399.0,₹599,Premium
24,"BarkButler x FOFOS Poop Bag Refills, Biodegradable Dog Poop Bags (Pack of 8) (136 Bags)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81R2zsd8jjL._AC_UL320_.jpg,https://www.amazon.in/BarkButler-FOFOS-Poop-Refills-Biodegradable/dp/B08R22HTTB/ref=sr_1_97?qid=1679214631&s=pet-supplies&sr=1-97,4.4,650,,₹399,
118,"IAMS Mother & Kitten (2-12 Months) Dry Cat Food with Chicken, 1 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/511bJxIcwaL._AC_UL320_.jpg,https://www.amazon.in/IAMS-Proactive-Health-Premium-Chicken/dp/B07NQJZWGT/ref=sr_1_911?qid=1679214645&rdc=1&s=pet-supplies&sr=1-911,4.2,121,540.0,₹630,Premium
133,"Taiyo Pluss Discovery Aquatic Aquarium Salt for Fish Tanks, 840g by Foodie Puppies",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71lGKMAFgaL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Taiyo-Discovery-Aquarium/dp/B07W12JS2W/ref=sr_1_974?qid=1679214647&s=pet-supplies&sr=1-974,4.1,184,199.0,₹520,High
318,Buraq 2 Ft Birds Cage With 3 Swing Bird Toys - Best for Love bird cages | Parrot | Parakeet | Budgies | Cockatiel Cage | H...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/8101UgP9M8L._AC_UL320_.jpg,https://www.amazon.in/BURAQ-Parakeet-Budgies-Cockatiel-Hammock/dp/B09W9Q77F6/ref=sr_1_3295?qid=1679214683&s=pet-supplies&sr=1-3295,4.3,83,1999.0,"₹3,000",Premium
539,"Emily Pets Cat Nail Trimmer, Dog Nail Clipper LED Lights for Pets Nail (Color: Blue)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51Ocaqb6niL._AC_UL320_.jpg,https://www.amazon.in/Emily-Trimmer-Clipper-Lights-Color/dp/B09MNHS2BL/ref=sr_1_7260?qid=1679214739&s=pet-supplies&sr=1-7260,3.3,3,664.0,₹899,Premium
82,"Goodies Energy Dry Dog Treats For All Life Stages, Lamb Flavor 500g",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61q7T-eby3L._AC_UL320_.jpg,https://www.amazon.in/Goodies-Energy-Treats-Lamb-500g/dp/B00Q1AGOF8/ref=sr_1_851_mod_primary_new?qid=1679214643&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-851,4.5,239,515.0,₹575,Premium
479,Goofy Tails Blue Elevated Dog Bowl| Melamine & Stainless Steel Dog Food Bowl with Anti-Skid Base| Dog Feeding Bowl for Coc...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61TmSuoRj0L._AC_UL320_.jpg,https://www.amazon.in/Goofy-Tails-Elevated-Spaniel-520ml-Medium-Light-Blue/dp/B083R4J7T1/ref=sr_1_6864?qid=1679214732&s=pet-supplies&sr=1-6864,4.2,142,950.0,₹975,Premium
167,"Royal Canin Giant Puppy Dry Dog Food, Chicken 3.5 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51FU3vcMtpL._AC_UL320_.jpg,https://www.amazon.in/Royal-Canin-Giant-Puppy-Food/dp/B07CHWQK3V/ref=sr_1_1032_mod_primary_new?qid=1679214648&s=pet-supplies&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1032,4.4,379,2460.0,"₹2,940",Premium
77,"Foodie Puppies Dog Rope Chew Toy for Dogs and Puppies - 3 Knotted | Pure Cotton, Strong Braided and Chew Safe Rope Toy | T...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71mJAeLkp4L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Cotton-Colour-13-inch/dp/B07DH5NJFZ/ref=sr_1_846?qid=1679214643&s=pet-supplies&sr=1-846,4.2,"1,535",140.0,₹399,High
588,V aquaria Frozen Bloodworms - 200g (100g×2 Blister Packs). Aquarium Fish Food for All Freshwater & Marine Fish,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71p1CQtxjML._AC_UL320_.jpg,https://www.amazon.in/aquaria-Frozen-Bloodworms-Aquarium-Freshwater/dp/B08VRLVF7M/ref=sr_1_8533?qid=1679214756&s=pet-supplies&sr=1-8533,3.6,16,600.0,₹700,Premium
70,Foodie Puppies Interactive Catch The Mouse Cat Scratcher Toy with a Running Mice and a Scratching Pad for Cats & Kittens (...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71bMi6Qj14L._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Interactive-Entertainment-Motion/dp/B08M3PL3VK/ref=sr_1_575?qid=1679214638&s=pet-supplies&sr=1-575,4.1,214,370.0,₹599,Premium
534,"PETS TRIANGLE 25"" Leather Riding Crop Stick (Mix/Black)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/31wPBTLVkML._AC_UL320_.jpg,https://www.amazon.in/PETS-TRIANGLE-Leather-Riding-Stick/dp/B08P4N12K3/ref=sr_1_7255?qid=1679214739&s=pet-supplies&sr=1-7255,4.6,3,350.0,₹599,Premium
518,"Jerhigh Human Grade High Protein Chicken Wet Food for Dogs | Fully Digestible, Healthy Skin & Coat | Chicken & Liver Gravy...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41o4sDoMotL._AC_UL320_.jpg,https://www.amazon.in/Jerhigh-Wet-Dog-Food-Protein/dp/B0B15CZ3G3/ref=sr_1_7167?qid=1679214738&s=pet-supplies&sr=1-7167,5.0,1,2799.0,"₹2,880",Premium
352,"Sploot Wet Dog Food Taster Pack of 3 - Pet Food for Adult and Puppy Dogs - Natural Dog Wet Food - Chicken, Fish, Mutton, P...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81dQt5LTR2L._AC_UL320_.jpg,https://www.amazon.in/Sploot-Wet-Food-Taster-Pack/dp/B0BWJ4RWTR/ref=sr_1_3569?qid=1679214688&s=pet-supplies&sr=1-3569,5.0,13,500.0,₹750,Premium
132,NUTRI-COAT Advance Contains Omega6 and Omega3 Fatty Acids Supplement with Vitamins | Black and Yellow | Liquid | 400 gm,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/718kFWjkq1L._AC_UL320_.jpg,https://www.amazon.in/NUTRI-COAT-Advance-Contains-Supplement-Vitamins/dp/B0B28DRMJ6/ref=sr_1_973?qid=1679214647&s=pet-supplies&sr=1-973,4.4,24,466.0,₹630,Premium
60,Qpets® 3 Way Automatic Fish Feeder for Aquarium Timer Turtle Food Fish Tank Accessories Aquarium Auto Feeder Fish for Mari...,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61mtWoJecTL._AC_UL320_.jpg,https://www.amazon.in/Charger-Automatic-Accessories-Aquarium-Aquariums/dp/B09G64WR3X/ref=sr_1_565?qid=1679214638&s=pet-supplies&sr=1-565,4.0,324,1246.0,"₹1,988",Premium
212,THREE DOT Water Bowl Bottle Sipper Portable Aqua Dog Outdoor Travel Water Bottle Bowl 18-oz Dog Bottle Auto Dog Mug for Pets,pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/41cAA6O0ccL._AC_UL320_.jpg,https://www.amazon.in/THREE-DOT-Bottle-Portable-Outdoor/dp/B08W1ZTKY3/ref=sr_1_2013?qid=1679214663&s=pet-supplies&sr=1-2013,3.8,501,297.0,₹599,Premium
577,"Pets Empire Stainless Steel Dog Feeding Bowl, Cherry & Black Colour, Medium - 700ml (Buy 1 Get 1 Free)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61NrCrtqXXS._AC_UL320_.jpg,https://www.amazon.in/Empire-Stainless-Feeding-Cherry-Colour/dp/B0953SGG27/ref=sr_1_8522?qid=1679214756&s=pet-supplies&sr=1-8522,5.0,2,249.0,"₹1,050",Premium
333,Foodie Puppies Natural Looking Rock Stand Stone Aquarium Decoration Ornaments/Toy for Fish Tank (15.5cm* 8.5cm* 16.5cm),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81vEg6LSepL._AC_UL320_.jpg,https://www.amazon.in/Foodie-Puppies-Aquarium-Decoration-Ornaments/dp/B08L24QZS5/ref=sr_1_3310?qid=1679214683&s=pet-supplies&sr=1-3310,3.2,35,197.0,₹499,High
602,"COCO'S Chicken Liver Treats, 80g, High Protein, 100% Natural, Preservative Free, Minimally Processed, Handmade, Dehydrated...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71XGIgv773L._AC_UL320_.jpg,https://www.amazon.in/COCOS-Chicken-Liver-Preservative-Dehydrated/dp/B0BWWPGW2Z/ref=sr_1_8715?qid=1679214760&s=pet-supplies&sr=1-8715,,,299.0,₹349,Premium
617,"Aquatic Remedies PH Reducer Aquarium Water Conditioner,120 ml",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/51uQh6QxXML._AC_UL320_.jpg,https://www.amazon.in/Aquatic-Remedies-Reducer-Aquarium-Conditioner/dp/B015Q26ULO/ref=sr_1_8730?qid=1679214760&s=pet-supplies&sr=1-8730,3.7,84,185.0,₹200,High
135,BURAQ Turtle UVB UVA Ultraviolet Basking Terrarium Heat Light for Reptiles Lizards Tortoise (Holder + 50W UV Bulb),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61E8H+Y5tgL._AC_UL320_.jpg,https://www.amazon.in/BURAQ-Ultraviolet-Terrarium-Reptiles-Tortoise/dp/B093SR594D/ref=sr_1_976?qid=1679214647&s=pet-supplies&sr=1-976,3.7,190,889.0,"₹2,000",Premium
215,Banshika Fountain for Motor Submersible Aquarium Pond Spare Replacement Pump with Multicolored 4 LED (Ac 220V 3W) (Motor),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61qVFm9MpLL._AC_UL320_.jpg,https://www.amazon.in/Banshika-Fountain-Submersible-Replacement-Multicolored/dp/B09SDGT41M/ref=sr_1_2016?qid=1679214663&s=pet-supplies&sr=1-2016,4.2,17,269.0,₹599,Premium
514,"Lulala Dog Denim Jumpsuit Puppy Jeans Overalls Clothes Bodysuit Costumes,Dog Pajamas Vintage 4 Legs Pet Pants Apparel, Blu...",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/61Q0-IMyMgL._AC_UL320_.jpg,https://www.amazon.in/Lulala-Jumpsuit-Overalls-Bodysuit-Costumes/dp/B09S349SBL/ref=sr_1_7163?qid=1679214738&s=pet-supplies&sr=1-7163,4.7,4,929.0,"₹1,099",Premium
374,"Aquatic Remedies Baby Salt Lake Artemia Bhrime Dry Shrimps Fish Food, 50 G (20 Capsules)",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/71+0CF5JxjL._AC_UL320_.jpg,https://www.amazon.in/Aquatic-Remedies-Artemia-Shrimps-Capsules/dp/B0104H3ZZU/ref=sr_1_4671?qid=1679214702&s=pet-supplies&sr=1-4671,3.7,829,299.0,₹499,Premium
444,Kapoor Pets Plastic Tough Toy for Turtle (Turtle Stand),pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/21CfZhYKQ2S._AC_UL320_.jpg,https://www.amazon.in/Kapoor-Plastic-Tough-Turtle-Stand/dp/B097PKWY4L/ref=sr_1_6349?qid=1679214725&s=pet-supplies&sr=1-6349,3.3,4,199.0,₹399,High
244,"ProDiet Tuna Pellet Adult Cat Food, 1.5 Kg",pet supplies,All Pet Supplies,https://m.media-amazon.com/images/I/81E4WGol-ZL._AC_UL320_.jpg,https://www.amazon.in/ProDiet-Tuna-cat-Food-1-5/dp/B07ZN3CWZG/ref=sr_1_2285?qid=1679214668&s=pet-supplies&sr=1-2285,4.8,10,450.0,₹490,Premium
